Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
2.0,4.0,135.0,Suburbann,35.0,None,False,Electric,True,True,2021-10-10,White,Theresa,False,Poor,Good,Excellent,Excellent,7.0,1.32,80.4,Wood 38R4F Window,146.62169
1.0,1.0,43.0,Rural,69.0,Good,,Oil Heating,False,False,2020-02-14,White,Stefan,False,Poor,Excellent,Poor,Poor,16.0,3.79,70.4,C6E20N Wood TIGTOW,177.7169
1.0,1.0,23.0,,29.0,None,False,Gas,True,True,2020-05-01,White,Theresa,False,Poor,Good,Poor,Poor,7.0,3.23,24.0,KBLBY Wood QGJ5 Window,107.78574
,,122.0,Suburban,39.0,None,False,Oil Heating,False,True,2020-03-01,Gray,Denis,False,Poor,Good,Excellent,Poor,7.0,1.18,,6GVB Aluminum WDT48N,130.07283
1.0,,69.0,Urban,43.0,None,False,Electric,False,True,2020-12-12,Gray,Andreas,False,Excellent,Poor,Excellent,Good,7.0,3.07,,Wood 6TW,155.05317
,3.0,104.0,Urban,,Poor,False,Electricity,False,False,2023-08-25,White,Theresa,False,Poor,Good,Poor,Good,10.0,1.66,,M58 Wood FMA4,157.48032
1.0,1.0,50.0,Urban,62.0,None,,Oil Heating,True,True,2023-03-04,,Andreas,False,Excellent,Good,Excellent,Poor,7.0,1.92,80.0,FH1 Aluminum VZ3GC4O Window,124.55737
2.0,,74.0,Rural,,Good,True,Oil,False,True,2023-11-30,Green,Roman,False,Poor,Good,Good,Good,16.0,2.98,,BFXDONH Steel 1WSTJW8 Window,383.71136
1.0,1.0,40.0,Urban,30.0,,False,Gas,False,True,2022-06-08,Green,Sabrina,False,Good,Good,Poor,Good,26.0,2.47,,Aluminum LPD2UW Window,134.80372
,,118.0,Urban,,None,,Oil,False,True,2024-02-29,Gray,Lukas,False,Good,Excellent,Excellent,Poor,7.0,2.68,187.2,Wood LFPNUM Window,266.77962
1.0,3.0,120.0,Rural,,,False,Oil Heating,False,True,2020-04-09,,Lukas,False,Excellent,Excellent,Poor,Good,7.0,3.75,,U0C Steel 9L9 Window,432.93229
1.0,1.0,49.0,Urban,33.0,None,False,Gas,False,True,2023-03-08,Gray,Florian,False,Excellent,Good,Excellent,Excellent,7.0,1.74,49.0,Aluminum UDC6D,113.82565
,1.0,136.0,Urban,0.0,None,False,Oil,False,True,2022-01-13,White,Stefan,False,Excellent,Good,Excellent,Good,7.0,3.24,216.0,BGEP Wood 5A8 Window,328.17526
,2.0,74.0,Urban,57.0,None,False,Gas,False,True,2021-05-04,Gray,Daniel,False,Poor,Poor,Poor,Good,7.0,2.26,73.0,NSI2MP6 Wood VNLG,150.64395
,5.0,138.0,Rural,,None,False,Gas,True,True,2021-07-17,White,Theresa,False,Poor,Excellent,Excellent,Poor,7.0,2.63,139.0,OK9C95 Wood X36,366.85126
2.0,3.0,106.0,,,None,False,Electric,True,True,2023-04-17,Green,,False,Good,Excellent,Good,Poor,7.0,2.23,,VRH Steel APB0GIW,351.11974
1.0,1.0,27.0,Suburban,65.0,,False,Gas,False,False,2021-04-23,Yellow,Daniel,False,Good,Excellent,Poor,Excellent,16.0,2.98,27.0,Wood V7OI Window,70.77758
2.0,,124.0,Urban,62.0,None,,Gas,False,False,2020-07-31,White,Johanna,False,Excellent,Good,Excellent,Poor,7.0,2.89,,Wood 6OGZMK Window,187.83635
3.0,1.0,148.0,Rural,66.0,,False,Oil,False,True,2023-12-21,Gray,Denis,False,Poor,Good,Excellent,Good,7.0,1.98,,Steel H9K7,527.28382
,2.0,102.0,Urban,63.0,Good,True,Gas,True,True,2022-08-30,,Theresa,False,Good,Poor,Excellent,Poor,16.0,3.96,103.0,Steel BP7LC Window,295.84737
,4.0,-502.0,Rural,38.0,Excellent,False,Gas,True,True,2023-05-27,Green,Sandra,False,Excellent,Good,Excellent,Excellent,26.0,3.03,140.0,Wood QLW4 Window,498.41505
5.0,,136.0,Rural,22.0,None,False,Electricity,False,False,2022-11-15,White,Theresa,False,Excellent,Good,Good,Poor,7.0,3.05,82.2,Aluminum M338M Window,240.61691
,1.0,23.0,Rural,62.0,None,False,Electric,True,True,2022-05-07,Gray,Denis,False,Excellent,Excellent,Excellent,Poor,7.0,1.58,,QCALE9 Wood K09ZR9 Window,176.13432
3.0,3.0,148.0,Suburban,17.0,Good,False,Oil,False,True,2022-01-26,Green,Denis,False,Good,Good,Good,Excellent,16.0,2.45,,Wood H19 Window,216.79463
1.0,1.0,62.0,Urban,52.0,None,False,Electricity,True,False,2022-12-14,Yellow,Laura,False,Good,Excellent,Excellent,Good,7.0,1.46,37.2,OPB Wood 1HNXAHW,2784.6947999999998
,2.0,86.0,Rural,32.0,None,False,Oil Heating,False,True,2024-02-05,White,Sandra,False,Good,Poor,Good,Good,7.0,3.46,136.0,ZL9Z7S Steel 2V8TT Window,7828.430399999999
,1.0,39.0,Urban,71.0,None,,Gas,False,True,2020-02-21,Yellow,Sabrina,False,Good,Excellent,Good,Excellent,7.0,3.66,,Wood EUFHA5 Window,129.1249
1.0,1.0,59.0,,67.0,,,Gas,True,True,2020-08-06,Gray,Theresa,False,Good,Good,Excellent,Good,7.0,2.8,56.0,MRSZDY8 Wood 6M7RFK Window,216.10761
,,88.0,Urban,49.0,None,False,Electric,True,True,2023-08-12,,Denis,False,Good,Good,Good,Good,7.0,1.25,,Wood DXBUVCB Window,187.88436
3.0,1.0,135.0,Urban,40.0,,False,Oil Heating,True,True,2023-10-26,Yellow,Andreas,False,Excellent,Good,Excellent,Excellent,10.0,2.64,211.2,CMQ Wood X1A19 Window,344.03706
,3.0,123.0,Rural,57.0,None,False,Gas,False,True,2022-09-02,Gray,,False,Good,Good,Good,Excellent,7.0,1.77,124.0,Steel M62 Window,411.91272
,,110.0,Urban,60.0,Excellent,False,Electric,False,True,2022-07-10,Green,Roman,False,Good,Poor,Poor,Good,26.0,2.33,66.6,Wood 8J41A1Y Window,233.47514
,,64.0,,50.0,,True,Electric,False,True,2022-10-11,Yellow,Sandra,False,Good,Good,Poor,Good,26.0,4.07,37.8,L61NPS Aluminum NF54FY Window,88.32776
2.0,,84.0,Suburbann,30.0,Good,True,Oil Heating,False,True,2021-12-30,White,Martin,False,Good,Poor,Good,Excellent,16.0,2.3,132.8,Aluminum 8R0JN4 Window,118.9293
,1.0,27.0,Urban,41.0,None,,Gas,True,False,2021-11-26,Gray,Lukas,False,Good,Good,Poor,Excellent,7.0,2.17,,Wood 0O0G Window,109.28595
1.0,1.0,111.0,Urban,55.0,None,False,Electric,False,False,2023-09-07,Yellow,Lukas,True,Good,Poor,Good,Good,7.0,4.03,,3RF Aluminum R95SS,2264.0182
5.0,3.0,130.0,Rural,23.0,None,False,Gas,False,True,2020-12-03,White,Sandra,False,Poor,Poor,Good,Poor,7.0,2.35,,Steel RB1 Window,412.32188
3.0,2.0,103.0,Rural,22.0,None,,Oil Heating,False,True,2022-01-03,Yellow,Stefan,False,Poor,Excellent,Excellent,Good,7.0,1.56,8643.0,Aluminum GFGGUS5,297.81191
1.0,2.0,97.0,Urban,40.0,Good,False,Oil,False,False,2023-08-05,Yellow,Natalie,False,Good,Good,Good,Excellent,16.0,2.34,153.6,YVG75 Wood 6ZH,231.3075
1.0,1.0,38.0,Urban,69.0,None,,Oil,False,False,2022-05-01,Green,Johanna,False,Excellent,Good,Good,Good,7.0,2.02,,0XC2Z Aluminum SYK,75.75727
2.0,3.0,132.0,,36.0,None,,Gas,False,True,2021-02-09,Yellow,Maria,False,Good,Excellent,Good,Poor,7.0,1.61,,MJLJPZ Steel EA8IM Window,297.44111
2.0,2.0,97.0,Urban,48.0,Excellent,False,Electric,True,True,2020-09-25,Gray,Maria,False,Good,Excellent,Good,Excellent,26.0,1.57,56.4,Wood K3O5IS,249.47481
,,78.0,Suburbann,52.0,Poor,False,Electricity,False,False,2022-01-19,White,,False,Excellent,Excellent,Excellent,Poor,10.0,2.39,46.8,NU33 Aluminum WFWDO Window,64.47272
3.0,,147.0,Urban,44.0,Poor,,Oil Heating,True,True,2023-09-06,Gray,Stefan,False,Excellent,Poor,Poor,Poor,10.0,2.83,238.4,CAK Wood EL8 Window,357.66425
,4.0,134.0,Rural,57.0,Good,False,Electricity,False,True,2021-02-05,Yellow,Natalie,False,Excellent,Good,Good,Good,16.0,1.87,79.8,42JC7 Wood 413,342.22421
2.0,,149.0,Suburbann,47.0,None,False,Oil,False,True,2021-06-01,Green,Daniel,False,Good,Excellent,Good,Good,7.0,2.78,,Wood SP1P9 Window,185.93175
1.0,1.0,58.0,Urban,46.0,,True,Oil,False,True,2023-02-24,White,Maria,False,Poor,Good,Good,Excellent,7.0,2.69,,0X3ND5 Aluminum 6T5PFY Window,125.14215
,1.0,44.0,Rural,50.0,Poor,False,Oil,True,True,2020-04-10,Green,Andreas,False,Good,Good,Good,Good,10.0,2.76,,Steel YUN2Z1 Window,296.43821
1.0,1.0,56.0,,48.0,None,False,Gas,False,True,2021-01-29,White,Maria,False,Good,Poor,Poor,Good,7.0,2.09,56.0,Aluminum R6N5V,50.68612
,,118.0,Urban,31.0,Good,True,Oil Heating,True,True,2023-01-01,White,Martin,False,Good,Excellent,Poor,Excellent,16.0,3.48,,J7QIQC Steel SZJ,389.19602
1.0,1.0,89.0,Urban,43.0,None,True,Electricity,False,True,2023-01-24,Yellow,Daniel,False,Excellent,Good,Good,Poor,7.0,2.26,53.4,XEG8UDH Wood W2J Window,172.08487
,1.0,24.0,Urban,49.0,,False,Oil Heating,False,True,2020-01-24,,Roman,False,Poor,Good,Good,Excellent,7.0,1.92,,Wood 4MJ2EU Window,112.83753
3.0,,139.0,Urban,,Good,,Oil,True,False,2023-05-03,Yellow,Martin,False,Good,Excellent,Poor,Excellent,16.0,2.85,225.6,SNS Aluminum ITQT Window,248.83689
,1.0,48.0,Suburbann,60.0,,False,Gas,False,True,2020-09-10,Gray,Laura,False,Good,Poor,Good,Excellent,7.0,2.44,48.0,Wood CRP026,79.30949
2.0,2.0,88.0,Rural,9.0,None,True,Gas,False,True,2021-10-04,Yellow,Natalie,False,Excellent,Poor,Good,Excellent,7.0,2.84,,ZN0 Aluminum W94B Window,223.13578
,1.0,46.0,Urban,42.0,Good,True,Gas,False,True,2021-05-05,Yellow,Lukas,False,Good,Excellent,Good,Good,16.0,4.12,,O0G2C6M Steel 6WXY7O,220.03943
3.0,1.0,129.0,Suburban,59.0,None,False,Gas,True,True,2020-08-05,,,False,Poor,Good,Excellent,Poor,7.0,2.68,129.0,Aluminum QHK9,111.42201
5.0,1.0,146.0,Suburban,56.0,None,False,Oil Heating,False,True,2021-02-17,Green,Stefan,False,Poor,Poor,Excellent,Good,7.0,2.19,,3JR5EM Steel S5FT Window,212.01962
3.0,3.0,114.0,Rural,71.0,None,False,Oil,False,True,2022-07-24,Gray,Johanna,False,Poor,Good,Poor,Poor,7.0,2.5,182.4,DWS8LIK Steel F2OU Window,425.09921
1.0,2.0,91.0,,,None,False,Electricity,True,False,2021-07-27,Yellow,Florian,False,Poor,Excellent,Excellent,Good,7.0,3.65,,Wood 0UMNQU,90.14155
3.0,2.0,103.0,Suburbann,,None,False,Oil,True,False,2020-11-14,Gray,Johanna,False,Excellent,Excellent,Excellent,Good,7.0,2.53,166.4,B5DFJO Wood DMH,131.38502
,,126.0,Rural,38.0,None,,Gas,False,False,2023-01-09,,Johanna,False,Good,Good,Good,Excellent,7.0,1.28,,Aluminum 0UOLZ Window,241.50173
,1.0,88.0,,39.0,None,False,Electric,False,True,2022-05-02,Green,Theresa,False,Good,Good,Good,Excellent,7.0,3.05,,PY15EWC Steel 51B,138.10034
,1.0,121.0,Suburban,5.0,Poor,False,Gas,False,True,2023-03-21,Gray,Roman,False,Good,Good,Good,Good,10.0,1.63,,Wood BFP Window,151.39
1.0,2.0,104.0,Rural,43.0,Excellent,True,Gas,False,True,2021-05-04,Green,Roman,False,Good,Excellent,Excellent,Poor,26.0,2.15,,Wood 2TCFDD5 Window,371.2661
,,91.0,Suburbann,59.0,Good,False,Gas,True,True,2020-10-20,Green,Sabrina,False,Excellent,Excellent,Good,Excellent,16.0,3.04,,VTW Steel 6FG Window,175.43429
3.0,,103.0,,21.0,None,,Electricity,True,True,2022-09-23,Green,Theresa,False,Good,Good,Good,Good,7.0,1.75,,Wood 4U8W Window,301.88476
,1.0,23.0,Urban,53.0,None,False,Gas,False,True,2021-04-22,White,Johanna,False,Poor,Excellent,Good,Excellent,7.0,2.17,,91S8D Wood 6EC Window,110.12761
,,,,,,,,,,,,,,,,,,,,,,
,2.0,128.0,Urban,55.0,None,False,Gas,False,True,2023-05-28,Gray,Maria,False,Good,Good,Good,Good,7.0,1.75,,W9N Steel LCZBS Window,297.76789
1.0,,28.0,Urban,60.0,None,False,Oil,False,True,2023-10-27,White,Maria,False,Poor,Good,Excellent,Excellent,7.0,3.89,43.2,GHZ90W Aluminum MD4FBE,79.68632
2.0,1.0,67.0,Suburbann,50.0,None,False,Electric,False,True,2023-01-11,Gray,Daniel,False,Good,Poor,Poor,Excellent,7.0,1.69,,H2K Wood A5O6E Window,88.48456
,1.0,20.0,Urban,51.0,Good,False,Oil,False,False,2020-01-01,Gray,Denis,False,Excellent,Excellent,Excellent,Excellent,16.0,2.24,,A0SK Steel SBO3BLC Window,170.28493
,3.0,125.0,Rural,14.0,Poor,False,Electric,False,False,2022-06-26,Green,Sabrina,False,Good,Poor,Good,Poor,10.0,2.99,6952.0,NNY14G Aluminum ZU6J,203.45363
1.0,1.0,58.0,Rural,70.0,None,,Electricity,False,True,2020-10-14,,Andreas,False,Excellent,Poor,Good,Poor,7.0,1.97,,Wood 7XT Window,3411.5966
2.0,3.0,-656.0,Rural,44.0,Excellent,False,Oil,False,True,2020-07-11,Gray,Stefan,False,Good,Good,Excellent,Poor,26.0,1.76,,N2O Aluminum 2RFT Window,356.96533
1.0,1.0,95.0,Rural,,,False,Oil,True,False,2021-11-13,,Sandra,False,Poor,Poor,Good,Good,7.0,2.85,,VWYU4TR Steel VQ27UR,308.61607
3.0,2.0,144.0,Urban,28.0,,False,Electric,False,True,2023-07-11,,Theresa,False,Good,Excellent,Excellent,Good,7.0,2.46,,Steel 7HQN,308.221
3.0,1.0,106.0,Rural,45.0,None,False,Oil Heating,False,False,2021-04-13,,Theresa,False,Good,Poor,Excellent,Good,7.0,1.34,171.2,Steel OKJK Window,348.91016
3.0,,116.0,Urban,,Poor,False,Gas,True,False,2020-08-30,Green,Natalie,False,Good,Excellent,Poor,Excellent,10.0,1.56,,Steel 7YZ9UUD,245.10245
1.0,1.0,103.0,,27.0,None,False,Gas,True,True,2021-05-29,White,Lukas,False,Poor,Good,Poor,Good,7.0,3.0,,Steel 0FO,358.06631
1.0,1.0,48.0,Rural,,None,,Oil Heating,True,True,2023-06-15,Gray,Theresa,False,Excellent,Good,Good,Good,7.0,2.97,,Steel I9NWX7J,299.72932
1.0,,52.0,,,Poor,,Electric,True,True,2020-02-21,White,Theresa,False,Good,Poor,Excellent,Good,10.0,1.34,31.2,Steel KBB35,186.09396
2.0,,135.0,,24.0,None,,Oil Heating,False,True,2021-11-26,Green,Roman,False,Excellent,Excellent,Good,Poor,7.0,2.14,216.0,GM9C Steel 9W4 Window,361.20132
2.0,1.0,116.0,Suburban,67.0,Poor,False,Electric,True,False,2023-03-24,White,Laura,False,Excellent,Good,Good,Excellent,10.0,1.32,,Aluminum 1FLW Window,88.28196
,1.0,79.0,Suburban,70.0,,,Gas,False,True,2023-06-16,Gray,Andreas,False,Good,Good,Excellent,Good,26.0,2.47,,Steel JVC5HFP,177.10904
2.0,2.0,77.0,Suburban,,None,False,Gas,True,True,2020-12-26,Green,Theresa,False,Good,Excellent,Excellent,Good,7.0,2.33,77.0,Steel 10O Window,144.76022
,2.0,112.0,Rural,36.0,None,False,Electricity,False,True,2022-07-14,,Florian,False,Good,Poor,Good,Good,7.0,2.49,67.8,Wood OQ8MBE Window,276.09116
3.0,,110.0,Rural,47.0,Good,False,Oil Heating,False,True,2024-01-30,Gray,Florian,False,Good,Excellent,Good,Excellent,16.0,2.08,,Wood OIXV19,451.54258
,3.0,140.0,Rural,45.0,None,,Electric,False,False,2020-06-18,White,Johanna,False,Good,Good,Good,Good,7.0,2.6,,F6MB Aluminum 0DIRI,191.23781
2.0,1.0,125.0,Suburban,46.0,Excellent,True,Gas,False,True,2021-06-21,Yellow,Florian,False,Good,Excellent,Good,Excellent,26.0,4.58,,Aluminum CTH4ND Window,146.11928
1.0,1.0,24.0,Suburban,66.0,Excellent,False,Oil Heating,False,True,2022-07-29,Gray,Sabrina,False,Good,Excellent,Poor,Good,26.0,2.86,38.4,Steel E3B,134.68577
2.0,,129.0,,46.0,Good,,Oil,False,True,2022-02-09,,Sabrina,False,Good,Excellent,Poor,Good,16.0,2.25,206.4,TZBQ8IM Aluminum K3D,157.16037
1.0,2.0,107.0,Rural,,None,False,Gas,True,True,2020-11-30,Gray,Daniel,False,Good,Poor,Good,Good,7.0,2.74,,Aluminum A710I Window,211.90721
,,93.0,Urban,62.0,None,False,Gas,True,True,2021-03-02,Gray,Sandra,False,Good,Good,Excellent,Good,7.0,1.37,93.0,Wood HOZ74,204.59667
1.0,,46.0,,,Excellent,False,Oil Heating,False,True,2023-01-27,White,Natalie,False,Poor,Poor,Good,Good,26.0,3.75,,Wood F0H,116.06169
4.0,3.0,136.0,Urban,51.0,None,False,Gas,True,True,2022-07-04,White,Denis,False,Poor,Poor,Poor,Poor,7.0,3.64,,Wood DGDGI,255.90589
1.0,1.0,42.0,Rural,48.0,None,False,Oil,True,True,2021-05-17,Yellow,Theresa,False,Good,Good,Excellent,Good,7.0,2.09,,8HY Aluminum 1V1UTF3 Window,155.62242
1.0,1.0,119.0,Suburbann,55.0,Poor,False,Oil Heating,False,False,2022-03-22,Gray,Theresa,False,Good,Poor,Excellent,Good,10.0,2.66,188.8,Aluminum D6UQ6UI,108.29565
3.0,1.0,110.0,Rural,43.0,Good,,Electricity,True,True,2022-02-16,White,Denis,False,Good,Good,Excellent,Poor,16.0,2.21,66.0,Steel RIIX Window,400.64531
2.0,,69.0,Urban,27.0,Excellent,False,Gas,True,False,2022-04-24,Gray,Sabrina,False,Excellent,Poor,Poor,Good,26.0,2.98,,Wood OC5S0 Window,202.22776
1.0,,66.0,Rural,54.0,None,True,Gas,False,True,2020-04-16,Yellow,Laura,False,Poor,Excellent,Good,Good,7.0,2.25,,A9SQ7 Aluminum 1X2D Window,144.53283
2.0,1.0,82.0,Rural,57.0,None,,Oil,False,True,2023-02-27,Yellow,Lukas,False,Excellent,Excellent,Good,Excellent,7.0,3.28,,Steel HWCK,396.20686
1.0,1.0,66.0,Suburban,47.0,None,True,Oil,False,True,2021-02-14,Yellow,Maria,False,Good,Good,Good,Excellent,7.0,4.57,,Steel PH8M,141.49932
3.0,3.0,123.0,Urban,12.0,Good,False,Electric,False,True,2020-07-11,Green,Theresa,False,Good,Good,Excellent,Good,16.0,2.38,74.4,ZP5TBR Wood DFV7X Window,250.21203
5.0,1.0,148.0,Suburbann,41.0,None,False,Oil,False,False,2020-06-02,Yellow,Sandra,False,Good,Poor,Good,Good,7.0,1.89,236.8,Aluminum 7GDT,128.35556
2.0,1.0,90.0,Rural,17.0,Good,False,Electricity,False,True,2023-11-06,Green,Stefan,False,Excellent,Good,Excellent,Excellent,16.0,2.0,54.6,9MWTZP Aluminum RW2,255.40621
3.0,1.0,113.0,Rural,,None,,Electricity,True,True,2021-12-09,,Sabrina,False,Excellent,Excellent,Poor,Excellent,7.0,4.53,68.4,STM00X Steel 5ZXQ Window,368.02907
1.0,1.0,26.0,Urban,,Excellent,False,Gas,True,True,2020-02-10,White,Lukas,False,Poor,Excellent,Poor,Good,26.0,3.49,26.0,Wood URQO Window,160.19129
1.0,1.0,36.0,Rural,21.0,,False,Oil Heating,True,True,2024-03-22,Green,Daniel,False,Poor,Good,Poor,Poor,16.0,2.6,,LO4PW Wood 0RIC6 Window,245.65514
2.0,2.0,72.0,Suburban,22.0,Poor,False,Electric,False,True,2023-07-11,White,Theresa,False,Excellent,Poor,Good,Good,10.0,1.62,,Steel 7MFGHAL,142.32985
3.0,3.0,103.0,Urban,58.0,None,True,Oil,False,True,2024-01-05,White,Natalie,False,Good,Good,Excellent,Good,7.0,3.29,,IU8ZT9 Wood Q09BL9 Window,269.50702
,1.0,84.0,Rural,49.0,,True,Electric,False,True,2023-12-28,Green,Stefan,False,Excellent,Excellent,Excellent,Poor,10.0,3.38,,RKCIW Steel 3H3NJS Window,350.56507
1.0,2.0,85.0,,67.0,None,False,Electricity,True,True,2021-10-13,Green,Martin,False,Good,Poor,Good,Good,7.0,2.99,51.6,YPGQ Aluminum C843U0T Window,69.83958
,,134.0,Suburban,33.0,None,False,Gas,False,True,2022-01-13,White,Lukas,False,Good,Excellent,Excellent,Poor,7.0,2.56,134.0,Steel KFB Window,201.2528
1.0,,113.0,Urban,48.0,None,False,Electricity,True,True,2020-12-03,White,Daniel,False,Good,Good,Excellent,Excellent,7.0,3.04,67.2,YVAJN Steel HB7T,262.8771
,1.0,98.0,Rural,25.0,Good,False,Electricity,False,True,2022-11-20,Yellow,Sandra,False,Good,Excellent,Poor,Poor,16.0,3.79,,PUXFLFK Wood J70W,296.66106
2.0,1.0,123.0,Suburbann,26.0,,False,Electricity,True,False,2022-12-01,White,Denis,False,Good,Good,Poor,Excellent,7.0,3.37,72.0,Aluminum JURR1,84.53177
1.0,3.0,113.0,,60.0,None,True,Oil,True,True,2023-03-06,Green,Martin,False,Excellent,Excellent,Poor,Good,7.0,2.52,,Aluminum ATQ1 Window,230.93565
,,133.0,Suburban,,,False,Gas,False,True,2020-12-04,Gray,Stefan,False,Good,Good,Excellent,Good,7.0,1.04,,UAI98T Aluminum 0RD8LG,119.5838
1.0,1.0,31.0,Rural,57.0,Good,False,Gas,True,True,2023-05-26,Yellow,Natalie,False,Excellent,Excellent,Excellent,Good,16.0,4.36,,Aluminum 5NJV0F,179.23191
1.0,2.0,100.0,Suburban,,None,False,Oil Heating,True,False,2022-07-14,Gray,Roman,False,Excellent,Excellent,Poor,Excellent,7.0,1.05,160.0,Wood 2I71UX,128.29271
1.0,,86.0,Rural,,Excellent,False,Electricity,True,True,2020-05-01,,Martin,False,Good,Excellent,Excellent,Good,26.0,2.5,,Aluminum NFKC4,242.50549
5.0,3.0,147.0,,56.0,None,False,Oil,False,True,2023-05-04,Green,Daniel,False,Excellent,Good,Poor,Poor,7.0,3.35,232.0,Wood ZCNT Window,197.58297
3.0,1.0,134.0,Rural,30.0,None,False,Electricity,False,False,2023-09-15,White,Sandra,False,Excellent,Poor,Good,Good,7.0,2.32,,13Z Wood ETI,267.02913
,5.0,143.0,Suburbann,51.0,None,False,Electric,False,True,2021-12-13,Yellow,Lukas,False,Good,Good,Excellent,Excellent,7.0,3.5,84.0,Aluminum PYXB8BQ Window,124.58339
2.0,2.0,87.0,Suburbann,28.0,,True,Electric,False,True,2020-01-30,White,Florian,False,Good,Excellent,Poor,Excellent,16.0,1.9,51.0,MVX5X Wood NMMD,120.0594
2.0,3.0,109.0,Urban,58.0,None,False,Electricity,True,True,2023-07-18,Gray,Lukas,False,Excellent,Excellent,Good,Good,7.0,1.74,64.8,Steel ENAGKF,278.79746
1.0,1.0,54.0,Rural,68.0,Good,False,Gas,True,True,2021-07-01,Gray,Florian,False,Good,Excellent,Good,Poor,16.0,1.69,,W60SBG Steel VO96 Window,318.65453
1.0,,23.0,Suburban,55.0,Good,True,Oil,True,True,2021-08-21,White,Maria,False,Good,Poor,Poor,Excellent,16.0,2.59,36.8,Wood 38M Window,89.26137
2.0,,107.0,Urban,63.0,None,,Electric,False,False,2023-02-28,Green,Sandra,False,Poor,Excellent,Good,Good,7.0,1.86,,Wood QQSGOP,165.1849
2.0,1.0,90.0,Suburban,14.0,Good,,Electricity,False,True,2023-07-23,White,,False,Excellent,Good,Poor,Good,16.0,3.07,54.0,BSTHJT Wood POD0W,129.86724
1.0,1.0,49.0,Urban,3.0,Good,False,Gas,False,True,2021-10-28,Gray,Stefan,False,Good,Good,Excellent,Good,16.0,2.57,48.0,E7S Steel E4F7C,4716.3008
,3.0,134.0,Suburbann,34.0,None,False,Electric,False,True,2023-11-30,Green,Daniel,False,Good,Good,Excellent,Poor,7.0,3.12,,ZIQ Steel 7X40FXQ,177.03018
1.0,2.0,88.0,Urban,18.0,Poor,True,Gas,True,False,2024-01-11,,Denis,False,Good,Poor,Poor,Poor,10.0,2.78,86.0,Wood 8IZ6L3U,174.74902
2.0,2.0,111.0,Rural,46.0,None,False,Electricity,False,True,2023-08-23,Yellow,Daniel,False,Good,Good,Poor,Poor,7.0,2.07,67.2,OZCF Aluminum 1XV,194.64161
,2.0,124.0,Suburbann,43.0,None,False,Gas,False,True,2020-01-09,Green,Daniel,False,Excellent,Excellent,Excellent,Good,7.0,1.84,,Steel UC3HS Window,172.65453
3.0,3.0,121.0,Rural,47.0,None,False,Electric,True,True,2023-04-29,Gray,Natalie,False,Good,Good,Poor,Poor,7.0,1.5,,XUZSN8N Aluminum 2E21NGH,235.18492
,4.0,145.0,Rural,46.0,None,False,Oil Heating,False,True,2023-10-05,White,Sabrina,False,Excellent,Good,Poor,Good,7.0,2.74,228.8,Wood 5Q34CB Window,480.61494
3.0,3.0,128.0,Urban,46.0,Good,False,Oil,True,False,2022-01-13,Gray,Stefan,False,Excellent,Excellent,Good,Good,16.0,2.57,,Wood MXJ Window,287.13317
1.0,2.0,92.0,,,Excellent,False,Gas,False,True,2023-01-03,Gray,Natalie,False,Poor,Good,Good,Good,26.0,2.94,93.0,NBU7X Steel VZU Window,411.29725
,1.0,120.0,Urban,40.0,Good,,Electricity,False,True,2022-06-28,White,Maria,False,Good,Poor,Good,Good,16.0,1.6,,P2W7M Aluminum VQ9,173.61131
1.0,,97.0,Urban,67.0,None,True,Oil,False,True,2023-03-15,Gray,Sandra,False,Good,Good,Excellent,Excellent,7.0,1.48,,Wood 78IMTPG,245.79573
2.0,2.0,102.0,Urban,,,False,Oil Heating,False,False,2021-09-25,Yellow,Roman,False,Excellent,Good,Good,Excellent,7.0,3.73,,OPI Wood MQSN Window,205.30313
1.0,,55.0,Urban,42.0,None,False,Electric,False,True,2023-01-08,Green,Denis,False,Good,Poor,Poor,Good,7.0,1.76,,4934HQ Wood EO43EL1 Window,128.73503
1.0,1.0,45.0,Urban,63.0,None,False,Gas,True,False,2021-07-21,Gray,Florian,False,Excellent,Excellent,Excellent,Excellent,7.0,1.46,45.0,HOVC6 Steel AFD Window,179.3843
,1.0,39.0,Suburban,27.0,None,False,Oil,True,True,2023-05-21,Yellow,Martin,False,Good,Good,Poor,Poor,7.0,3.33,65.6,ISDAX57 Wood F2DRZ,94.13442
3.0,1.0,137.0,Suburban,,,False,Gas,True,True,2020-08-14,Gray,Sandra,False,Good,Good,Good,Good,10.0,2.0,,O96DBX3 Aluminum JOVEE Window,123.26639
,2.0,147.0,Rural,51.0,None,False,Oil Heating,True,False,2022-01-02,Gray,Florian,False,Good,Good,Good,Good,7.0,3.02,235.2,Steel XIC,439.96526
2.0,2.0,149.0,Suburbann,57.0,None,False,Electricity,False,True,2021-02-23,Green,Roman,False,Poor,Excellent,Good,Excellent,7.0,2.21,89.4,Wood NJAYMM Window,136.56796
1.0,3.0,110.0,Urban,,None,,Electricity,False,True,2023-07-14,Gray,Johanna,False,Poor,Excellent,Excellent,Poor,7.0,1.97,66.0,Aluminum GTCRZ,139.34796
